Label,Year,Team,Conference,Wins,Losses,Seed,Outcome
Rhode Island2011,2011,Rhode Island,A10,20,14,17.0,None
Texas Tech2011,2011,Texas Tech,B12,13,19,17.0,None
IUPUI2011,2011,IUPUI,Sum,19,14,17.0,None
Oral Roberts2011,2011,Oral Roberts,Sum,19,16,17.0,None
Northern Arizona2011,2011,Northern Arizona,BSky,19,13,17.0,None
Rider2011,2011,Rider,MAAC,23,11,17.0,None
Air Force2011,2011,Air Force,MWC,16,16,17.0,None
Saint Louis2011,2011,Saint Louis,A10,12,19,17.0,None
Vermont2011,2011,Vermont,AE,23,9,17.0,None
South Florida2011,2011,South Florida,BE,10,23,17.0,None
South Carolina2011,2011,South Carolina,SEC,14,16,17.0,None
Detroit2011,2011,Detroit,Horz,17,16,17.0,None
UC Santa Barbara2011,2011,UC Santa Barbara,BW,18,14,15.0,R64
Mississippi St.2011,2011,Mississippi St.,SEC,17,14,17.0,None
Murray St.2011,2011,Murray St.,OVC,23,9,17.0,None
Hofstra2011,2011,Hofstra,CAA,21,12,17.0,None
Loyola Chicago2011,2011,Loyola Chicago,Horz,16,15,17.0,None
Saint Peter's2011,2011,Saint Peter's,MAAC,20,14,14.0,R64
Milwaukee2011,2011,Milwaukee,Horz,19,14,17.0,None
Arizona St.2011,2011,Arizona St.,P10,12,19,17.0,None
Austin Peay2011,2011,Austin Peay,OVC,20,14,17.0,None
Utah2011,2011,Utah,MWC,13,18,17.0,None
Furman2011,2011,Furman,SC,22,11,17.0,None
Idaho2011,2011,Idaho,WAC,18,14,17.0,None
Oklahoma2011,2011,Oklahoma,B12,14,18,17.0,None
New Mexico St.2011,2011,New Mexico St.,WAC,16,17,17.0,None
Davidson2011,2011,Davidson,SC,18,15,17.0,None
Pacific2011,2011,Pacific,BW,16,15,17.0,None
San Francisco2011,2011,San Francisco,WCC,19,15,17.0,None
Ohio2011,2011,Ohio,MAC,19,16,17.0,None
UNC Asheville2011,2011,UNC Asheville,BSth,20,14,16.0,R64
St. Bonaventure2011,2011,St. Bonaventure,A10,16,15,17.0,None
Robert Morris2011,2011,Robert Morris,NEC,18,14,17.0,None
Lipscomb2011,2011,Lipscomb,ASun,17,13,17.0,None
East Carolina2011,2011,East Carolina,CUSA,18,16,17.0,None
Rice2011,2011,Rice,CUSA,14,18,17.0,None
Jacksonville2011,2011,Jacksonville,ASun,20,12,17.0,None
Central Connecticut2011,2011,Central Connecticut,NEC,19,12,17.0,None
Green Bay2011,2011,Green Bay,Horz,14,18,17.0,None
Oregon St.2011,2011,Oregon St.,P10,11,20,17.0,None
Nevada2011,2011,Nevada,WAC,13,19,17.0,None
SMU2011,2011,SMU,CUSA,20,15,17.0,None
North Dakota St.2011,2011,North Dakota St.,Sum,14,15,17.0,None
Hawaii2011,2011,Hawaii,WAC,19,13,17.0,None
Ball St.2011,2011,Ball St.,MAC,19,13,17.0,None
Quinnipiac2011,2011,Quinnipiac,NEC,22,10,17.0,None
Western Michigan2011,2011,Western Michigan,MAC,21,13,17.0,None
Cal Poly2011,2011,Cal Poly,BW,15,15,17.0,None
Evansville2011,2011,Evansville,MVC,16,16,17.0,None
Weber St.2011,2011,Weber St.,BSky,18,14,17.0,None
Boston University2011,2011,Boston University,AE,21,14,16.0,R64
TCU2011,2011,TCU,MWC,11,22,17.0,None
La Salle2011,2011,La Salle,A10,15,18,17.0,None
American2011,2011,American,Pat,22,9,17.0,None
North Texas2011,2011,North Texas,SB,22,11,17.0,None
George Washington2011,2011,George Washington,A10,17,14,17.0,None
IPFW2011,2011,IPFW,Sum,18,12,17.0,None
Fresno St.2011,2011,Fresno St.,WAC,14,17,17.0,None
San Jose St.2011,2011,San Jose St.,WAC,17,16,17.0,None
Sam Houston St.2011,2011,Sam Houston St.,Slnd,18,13,17.0,None
Massachusetts2011,2011,Massachusetts,A10,15,15,17.0,None
Loyola MD2011,2011,Loyola MD,MAAC,15,15,17.0,None
Yale2011,2011,Yale,Ivy,15,13,17.0,None
Canisius2011,2011,Canisius,MAAC,15,15,17.0,None
Western Carolina2011,2011,Western Carolina,SC,18,15,17.0,None
Penn2011,2011,Penn,Ivy,13,15,17.0,None
Florida Atlantic2011,2011,Florida Atlantic,SB,21,11,17.0,None
Saint Joseph's2011,2011,Saint Joseph's,A10,11,22,17.0,None
Miami OH2011,2011,Miami OH,MAC,16,17,17.0,None
Middle Tennessee2011,2011,Middle Tennessee,SB,16,16,17.0,None
Lehigh2011,2011,Lehigh,Pat,16,15,17.0,None
Tulane2011,2011,Tulane,CUSA,13,17,17.0,None
Cornell2011,2011,Cornell,Ivy,10,18,17.0,None
Bradley2011,2011,Bradley,MVC,12,20,17.0,None
Northeastern2011,2011,Northeastern,CAA,11,20,17.0,None
Arkansas St.2011,2011,Arkansas St.,SB,17,15,17.0,None
Delaware2011,2011,Delaware,CAA,14,17,17.0,None
DePaul2011,2011,DePaul,BE,7,24,17.0,None
Loyola Marymount2011,2011,Loyola Marymount,WCC,11,21,17.0,None
VMI2011,2011,VMI,BSth,18,13,17.0,None
Maine2011,2011,Maine,AE,15,15,17.0,None
Drake2011,2011,Drake,MVC,13,18,17.0,None
Mercer2011,2011,Mercer,ASun,15,18,17.0,None
Siena2011,2011,Siena,MAAC,13,18,17.0,None
UNC Wilmington2011,2011,UNC Wilmington,CAA,13,18,17.0,None
St. Francis NY2011,2011,St. Francis NY,NEC,15,15,17.0,None
McNeese St.2011,2011,McNeese St.,Slnd,21,12,17.0,None
Charlotte2011,2011,Charlotte,A10,10,20,17.0,None
Hampton2011,2011,Hampton,MEAC,24,9,16.0,R64
Stephen F. Austin2011,2011,Stephen F. Austin,Slnd,18,11,17.0,None
Tennessee Tech2011,2011,Tennessee Tech,OVC,20,13,17.0,None
Charleston Southern2011,2011,Charleston Southern,BSth,16,16,17.0,None
Appalachian St.2011,2011,Appalachian St.,SC,16,15,17.0,None
Southern Illinois2011,2011,Southern Illinois,MVC,13,19,17.0,None
Columbia2011,2011,Columbia,Ivy,15,13,17.0,None
Arkansas Little Rock2011,2011,Arkansas Little Rock,SB,19,17,16.0,R64
Western Kentucky2011,2011,Western Kentucky,SB,16,16,17.0,None
Georgia St.2011,2011,Georgia St.,CAA,12,19,17.0,None
UC Irvine2011,2011,UC Irvine,BW,13,19,17.0,None
Denver2011,2011,Denver,SB,13,17,17.0,None
North Florida2011,2011,North Florida,ASun,15,19,17.0,None
Winthrop2011,2011,Winthrop,BSth,13,17,17.0,None
Houston2011,2011,Houston,CUSA,12,18,17.0,None
Cal St. Northridge2011,2011,Cal St. Northridge,BW,14,18,17.0,None
Pepperdine2011,2011,Pepperdine,WCC,12,21,17.0,None
Lafayette2011,2011,Lafayette,Pat,13,19,17.0,None
William & Mary2011,2011,William & Mary,CAA,10,22,17.0,None
UTSA2011,2011,UTSA,Slnd,20,14,16.0,R64
Holy Cross2011,2011,Holy Cross,Pat,8,21,17.0,None
Wyoming2011,2011,Wyoming,MWC,10,21,17.0,None
Wagner2011,2011,Wagner,NEC,13,17,17.0,None
Liberty2011,2011,Liberty,BSth,19,13,17.0,None
LSU2011,2011,LSU,SEC,11,21,17.0,None
Stony Brook2011,2011,Stony Brook,AE,15,17,17.0,None
Auburn2011,2011,Auburn,SEC,11,20,17.0,None
Nicholls St.2011,2011,Nicholls St.,Slnd,14,14,17.0,None
Louisiana Lafayette2011,2011,Louisiana Lafayette,SB,14,15,17.0,None
Illinois St.2011,2011,Illinois St.,MVC,12,19,17.0,None
Brown2011,2011,Brown,Ivy,11,17,17.0,None
Eastern Kentucky2011,2011,Eastern Kentucky,OVC,15,16,17.0,None
Elon2011,2011,Elon,SC,14,17,17.0,None
Tennessee St.2011,2011,Tennessee St.,OVC,14,16,17.0,None
Bowling Green2011,2011,Bowling Green,MAC,14,19,17.0,None
Albany2011,2011,Albany,AE,16,16,17.0,None
Lamar2011,2011,Lamar,Slnd,13,17,17.0,None
Louisiana Tech2011,2011,Louisiana Tech,WAC,12,20,17.0,None
UC Davis2011,2011,UC Davis,BW,10,20,17.0,None
Morgan St.2011,2011,Morgan St.,MEAC,17,14,17.0,None
Campbell2011,2011,Campbell,ASun,12,19,17.0,None
Mount St. Mary's2011,2011,Mount St. Mary's,NEC,11,21,17.0,None
Montana St.2011,2011,Montana St.,BSky,13,18,17.0,None
Texas St.2011,2011,Texas St.,Slnd,16,16,17.0,None
Youngstown St.2011,2011,Youngstown St.,Horz,9,21,17.0,None
Presbyterian2011,2011,Presbyterian,BSth,13,18,17.0,None
Illinois Chicago2011,2011,Illinois Chicago,Horz,7,24,17.0,None
Utah Valley2011,2011,Utah Valley,GWC,19,11,17.0,None
UT Arlington2011,2011,UT Arlington,Slnd,13,16,17.0,None
Southeastern Louisiana2011,2011,Southeastern Louisiana,Slnd,15,14,17.0,None
Cal St. Fullerton2011,2011,Cal St. Fullerton,BW,11,20,17.0,None
Wake Forest2011,2011,Wake Forest,ACC,8,24,17.0,None
Southern Utah2011,2011,Southern Utah,Sum,11,19,17.0,None
Northwestern St.2011,2011,Northwestern St.,Slnd,18,14,17.0,None
Eastern Washington2011,2011,Eastern Washington,BSky,10,20,17.0,None
Savannah St.2011,2011,Savannah St.,ind,12,18,17.0,None
Sacred Heart2011,2011,Sacred Heart,NEC,11,18,17.0,None
UC Riverside2011,2011,UC Riverside,BW,12,19,17.0,None
Chattanooga2011,2011,Chattanooga,SC,16,16,17.0,None
Portland St.2011,2011,Portland St.,BSky,14,16,17.0,None
Coppin St.2011,2011,Coppin St.,MEAC,16,14,17.0,None
Seattle2011,2011,Seattle,ind,11,20,17.0,None
Gardner Webb2011,2011,Gardner Webb,BSth,11,21,17.0,None
UMKC2011,2011,UMKC,Sum,16,14,17.0,None
Navy2011,2011,Navy,Pat,11,20,17.0,None
Central Michigan2011,2011,Central Michigan,MAC,10,21,17.0,None
Northern Illinois2011,2011,Northern Illinois,MAC,9,21,17.0,None
Troy2011,2011,Troy,SB,8,21,17.0,None
Texas Southern2011,2011,Texas Southern,SWAC,19,13,17.0,None
Jackson St.2011,2011,Jackson St.,SWAC,17,15,17.0,None
Towson2011,2011,Towson,CAA,4,26,17.0,None
Army2011,2011,Army,Pat,11,19,17.0,None
St. Francis PA2011,2011,St. Francis PA,NEC,9,21,17.0,None
Monmouth2011,2011,Monmouth,NEC,9,21,17.0,None
The Citadel2011,2011,The Citadel,SC,10,22,17.0,None
Eastern Michigan2011,2011,Eastern Michigan,MAC,9,22,17.0,None
UNC Greensboro2011,2011,UNC Greensboro,SC,7,24,17.0,None
Florida Gulf Coast2011,2011,Florida Gulf Coast,ASun,10,20,17.0,None
FIU2011,2011,FIU,SB,11,19,17.0,None
New Hampshire2011,2011,New Hampshire,AE,12,18,17.0,None
South Dakota2011,2011,South Dakota,GWC,18,15,17.0,None
Hartford2011,2011,Hartford,AE,11,20,17.0,None
Fordham2011,2011,Fordham,A10,7,21,17.0,None
Bethune Cookman2011,2011,Bethune Cookman,MEAC,21,13,17.0,None
Jacksonville St.2011,2011,Jacksonville St.,OVC,5,25,17.0,None
North Carolina A&T2011,2011,North Carolina A&T,MEAC,15,17,17.0,None
San Diego2011,2011,San Diego,WCC,6,24,17.0,None
South Alabama2011,2011,South Alabama,SB,12,16,17.0,None
Southeast Missouri St.2011,2011,Southeast Missouri St.,OVC,10,22,17.0,None
Tennessee Martin2011,2011,Tennessee Martin,OVC,12,21,17.0,None
Norfolk St.2011,2011,Norfolk St.,MEAC,12,20,17.0,None
North Dakota2011,2011,North Dakota,GWC,19,15,17.0,None
Stetson2011,2011,Stetson,ASun,8,23,17.0,None
Niagara2011,2011,Niagara,MAAC,9,23,17.0,None
Idaho St.2011,2011,Idaho St.,BSky,9,20,17.0,None
Alabama St.2011,2011,Alabama St.,SWAC,17,18,16.0,R64
Eastern Illinois2011,2011,Eastern Illinois,OVC,9,20,17.0,None
Bryant2011,2011,Bryant,NEC,9,21,17.0,None
Delaware St.2011,2011,Delaware St.,MEAC,9,21,17.0,None
Cal St. Bakersfield2011,2011,Cal St. Bakersfield,ind,9,19,17.0,None
High Point2011,2011,High Point,BSth,12,19,17.0,None
Mississippi Valley St.2011,2011,Mississippi Valley St.,SWAC,13,19,17.0,None
NJIT2011,2011,NJIT,GWC,15,15,17.0,None
Samford2011,2011,Samford,SC,12,19,17.0,None
Manhattan2011,2011,Manhattan,MAAC,6,25,17.0,None
North Carolina Central2011,2011,North Carolina Central,ind,15,15,17.0,None
Colgate2011,2011,Colgate,Pat,7,23,17.0,None
Binghamton2011,2011,Binghamton,AE,8,23,17.0,None
Texas A&M Corpus Chris2011,2011,Texas A&M Corpus Chris,Slnd,10,21,17.0,None
Kennesaw St.2011,2011,Kennesaw St.,ASun,8,23,17.0,None
Longwood2011,2011,Longwood,ind,12,19,17.0,None
USC Upstate2011,2011,USC Upstate,ASun,5,25,17.0,None
Sacramento St.2011,2011,Sacramento St.,BSky,7,21,17.0,None
Dartmouth2011,2011,Dartmouth,Ivy,5,23,17.0,None
Marist2011,2011,Marist,MAAC,6,27,17.0,None
Alabama A&M2011,2011,Alabama A&M,SWAC,13,15,17.0,None
Fairleigh Dickinson2011,2011,Fairleigh Dickinson,NEC,5,24,17.0,None
Florida A&M2011,2011,Florida A&M,MEAC,12,20,17.0,None
Louisiana Monroe2011,2011,Louisiana Monroe,SB,7,24,17.0,None
South Carolina St.2011,2011,South Carolina St.,MEAC,10,22,17.0,None
Georgia Southern2011,2011,Georgia Southern,SC,5,27,17.0,None
Grambling St.2011,2011,Grambling St.,SWAC,12,21,17.0,None
Western Illinois2011,2011,Western Illinois,Sum,7,23,17.0,None
Radford2011,2011,Radford,BSth,5,24,17.0,None
Toledo2011,2011,Toledo,MAC,4,28,17.0,None
Texas Pan American2011,2011,Texas Pan American,GWC,6,25,,None
Prairie View A&M2011,2011,Prairie View A&M,SWAC,10,22,17.0,None
Maryland Eastern Shore2011,2011,Maryland Eastern Shore,MEAC,9,22,17.0,None
Central Arkansas2011,2011,Central Arkansas,Slnd,5,24,17.0,None
Houston Baptist2011,2011,Houston Baptist,GWC,5,26,17.0,None
Arkansas Pine Bluff2011,2011,Arkansas Pine Bluff,SWAC,7,24,17.0,None
UMBC2011,2011,UMBC,AE,5,25,17.0,None
Howard2011,2011,Howard,MEAC,6,24,17.0,None
Alcorn St.2011,2011,Alcorn St.,SWAC,4,24,17.0,None
SIU Edwardsville2011,2011,SIU Edwardsville,ind,8,21,17.0,None
Chicago St.2011,2011,Chicago St.,GWC,6,26,17.0,None
Centenary2011,2011,Centenary,Sum,1,29,17.0,None
Southern2011,2011,Southern,SWAC,4,26,17.0,None
Kentucky2012,2012,Kentucky,SEC,38,2,1.0,Champ
Ohio St.2012,2012,Ohio St.,B10,31,8,2.0,F4
Michigan St.2012,2012,Michigan St.,B10,29,8,1.0,S16
Kansas2012,2012,Kansas,B12,32,7,2.0,C2
Syracuse2012,2012,Syracuse,BE,34,3,1.0,E8
North Carolina2012,2012,North Carolina,ACC,32,6,1.0,E8
Missouri2012,2012,Missouri,B12,30,5,2.0,R64
Wisconsin2012,2012,Wisconsin,B10,26,10,4.0,S16
Indiana2012,2012,Indiana,B10,27,9,4.0,S16
Florida2012,2012,Florida,SEC,26,11,7.0,E8
Wichita St.2012,2012,Wichita St.,MVC,27,6,5.0,R64
Memphis2012,2012,Memphis,CUSA,26,9,8.0,R64
Baylor2012,2012,Baylor,B12,30,8,3.0,E8
Saint Louis2012,2012,Saint Louis,A10,26,8,9.0,R32
Georgetown2012,2012,Georgetown,BE,24,9,3.0,R32
Vanderbilt2012,2012,Vanderbilt,SEC,25,11,5.0,R32
Louisville2012,2012,Louisville,BE,30,10,4.0,F4
Marquette2012,2012,Marquette,BE,27,8,3.0,S16
Duke2012,2012,Duke,ACC,27,7,2.0,R64
New Mexico2012,2012,New Mexico,MWC,28,7,5.0,R32
Gonzaga2012,2012,Gonzaga,WCC,26,7,7.0,R32
Michigan2012,2012,Michigan,B10,24,10,4.0,R64
Kansas St.2012,2012,Kansas St.,B12,22,11,8.0,R32
Florida St.2012,2012,Florida St.,ACC,25,10,3.0,R32
Belmont2012,2012,Belmont,ASun,27,8,14.0,R64
Iowa St.2012,2012,Iowa St.,B12,23,11,8.0,R32
Alabama2012,2012,Alabama,SEC,21,12,9.0,R64
Creighton2012,2012,Creighton,MVC,29,6,8.0,R32
California2012,2012,California,P12,24,10,12.0,R64
Purdue2012,2012,Purdue,B10,22,13,10.0,R32
Cincinnati2012,2012,Cincinnati,BE,26,11,6.0,S16
Texas2012,2012,Texas,B12,20,14,11.0,R64
Virginia2012,2012,Virginia,ACC,22,10,10.0,R64
Saint Mary's2012,2012,Saint Mary's,WCC,27,6,7.0,R64
Murray St.2012,2012,Murray St.,OVC,31,2,6.0,R32
Long Beach St.2012,2012,Long Beach St.,BW,25,9,12.0,R64
UNLV2012,2012,UNLV,MWC,26,9,6.0,R64
Connecticut2012,2012,Connecticut,BE,20,14,9.0,R64
Temple2012,2012,Temple,A10,24,8,5.0,R64
Stanford2012,2012,Stanford,P12,26,11,17.0,None
Harvard2012,2012,Harvard,Ivy,26,5,12.0,R64
Notre Dame2012,2012,Notre Dame,BE,22,12,7.0,R64
North Carolina St.2012,2012,North Carolina St.,ACC,24,13,11.0,S16
West Virginia2012,2012,West Virginia,BE,19,14,10.0,R64
Drexel2012,2012,Drexel,CAA,29,7,17.0,None
VCU2012,2012,VCU,CAA,29,7,12.0,R32
Miami FL2012,2012,Miami FL,ACC,20,13,17.0,None
South Florida2012,2012,South Florida,BE,22,14,12.0,R32
Middle Tennessee2012,2012,Middle Tennessee,SB,27,7,17.0,None
BYU2012,2012,BYU,WCC,26,9,14.0,R64
Arizona2012,2012,Arizona,P12,23,12,17.0,None
Minnesota2012,2012,Minnesota,B10,23,15,17.0,None
Xavier2012,2012,Xavier,A10,23,13,10.0,R64
Iona2012,2012,Iona,MAAC,25,8,14.0,R64
Seton Hall2012,2012,Seton Hall,BE,21,13,17.0,None
Washington2012,2012,Washington,P12,24,11,17.0,None
Ohio2012,2012,Ohio,MAC,29,8,13.0,S16
UCLA2012,2012,UCLA,P12,19,14,17.0,None
Oregon2012,2012,Oregon,P12,24,10,17.0,None
St. Bonaventure2012,2012,St. Bonaventure,A10,20,12,14.0,R64
South Dakota St.2012,2012,South Dakota St.,Sum,27,8,14.0,R64
La Salle2012,2012,La Salle,A10,21,13,17.0,None
Tennessee2012,2012,Tennessee,SEC,19,15,17.0,None
Pittsburgh2012,2012,Pittsburgh,BE,22,17,17.0,None
New Mexico St.2012,2012,New Mexico St.,WAC,26,10,13.0,R64
San Diego St.2012,2012,San Diego St.,MWC,26,8,6.0,R64
Saint Joseph's2012,2012,Saint Joseph's,A10,20,14,17.0,None
Southern Miss2012,2012,Southern Miss,CUSA,25,9,9.0,R64
Dayton2012,2012,Dayton,A10,20,13,17.0,None
Akron2012,2012,Akron,MAC,22,12,17.0,None
Davidson2012,2012,Davidson,SC,25,8,13.0,R64
Northwestern2012,2012,Northwestern,B10,19,14,17.0,None
Denver2012,2012,Denver,SB,22,9,17.0,None
Massachusetts2012,2012,Massachusetts,A10,25,12,17.0,None
Northern Iowa2012,2012,Northern Iowa,MVC,20,14,17.0,None
Illinois2012,2012,Illinois,B10,17,15,17.0,None
Mississippi St.2012,2012,Mississippi St.,SEC,21,12,17.0,None
Marshall2012,2012,Marshall,CUSA,21,14,17.0,None
Lehigh2012,2012,Lehigh,Pat,27,8,15.0,R64
Cleveland St.2012,2012,Cleveland St.,Horz,22,11,17.0,None
Colorado2012,2012,Colorado,P12,24,12,11.0,R32
Clemson2012,2012,Clemson,ACC,16,15,17.0,None
Virginia Tech2012,2012,Virginia Tech,ACC,16,17,17.0,None
Georgia St.2012,2012,Georgia St.,CAA,22,12,17.0,None
Villanova2012,2012,Villanova,BE,13,19,17.0,None
Missouri St.2012,2012,Missouri St.,MVC,16,16,17.0,None
Oregon St.2012,2012,Oregon St.,P12,21,15,17.0,None
Colorado St.2012,2012,Colorado St.,MWC,20,12,11.0,R64
Bucknell2012,2012,Bucknell,Pat,25,10,17.0,None
Wyoming2012,2012,Wyoming,MWC,21,12,17.0,None
Oral Roberts2012,2012,Oral Roberts,Sum,27,7,17.0,None
Buffalo2012,2012,Buffalo,MAC,20,11,17.0,None
Illinois St.2012,2012,Illinois St.,MVC,21,14,17.0,None
Tulsa2012,2012,Tulsa,CUSA,17,14,17.0,None
Mississippi2012,2012,Mississippi,SEC,20,14,17.0,None
Mercer2012,2012,Mercer,ASun,27,11,17.0,None
Oklahoma St.2012,2012,Oklahoma St.,B12,15,18,17.0,None
LSU2012,2012,LSU,SEC,18,15,17.0,None
Washington St.2012,2012,Washington St.,P12,19,18,17.0,None
Princeton2012,2012,Princeton,Ivy,20,12,17.0,None
Iowa2012,2012,Iowa,B10,18,17,17.0,None
Wagner2012,2012,Wagner,NEC,25,6,17.0,None
UCF2012,2012,UCF,CUSA,22,11,17.0,None
Montana2012,2012,Montana,BSky,25,7,13.0,R64
Oklahoma2012,2012,Oklahoma,B12,15,16,17.0,None
Nevada2012,2012,Nevada,WAC,28,7,17.0,None
UC Santa Barbara2012,2012,UC Santa Barbara,BW,20,11,17.0,None
Lamar2012,2012,Lamar,Slnd,23,12,16.0,R64
Richmond2012,2012,Richmond,A10,16,16,17.0,None
George Mason2012,2012,George Mason,CAA,24,9,17.0,None
Old Dominion2012,2012,Old Dominion,CAA,22,14,17.0,None
Georgia2012,2012,Georgia,SEC,15,17,17.0,None
Fairfield2012,2012,Fairfield,MAAC,22,15,17.0,None
UNC Asheville2012,2012,UNC Asheville,BSth,24,10,16.0,R64
Detroit2012,2012,Detroit,Horz,22,14,15.0,R64
Butler2012,2012,Butler,Horz,22,15,17.0,None
Kent St.2012,2012,Kent St.,MAC,21,12,17.0,None
Vermont2012,2012,Vermont,AE,24,12,16.0,R64
Evansville2012,2012,Evansville,MVC,16,16,17.0,None
Rutgers2012,2012,Rutgers,BE,14,18,17.0,None
UT Arlington2012,2012,UT Arlington,Slnd,24,9,17.0,None
Texas A&M2012,2012,Texas A&M,B12,14,18,17.0,None
Robert Morris2012,2012,Robert Morris,NEC,26,11,17.0,None
Duquesne2012,2012,Duquesne,A10,16,15,17.0,None
Utah St.2012,2012,Utah St.,WAC,21,16,17.0,None
Providence2012,2012,Providence,BE,15,17,17.0,None
Arkansas2012,2012,Arkansas,SEC,18,14,17.0,None
Manhattan2012,2012,Manhattan,MAAC,21,13,17.0,None
Loyola MD2012,2012,Loyola MD,MAAC,24,9,15.0,R64
UAB2012,2012,UAB,CUSA,15,16,17.0,None
Weber St.2012,2012,Weber St.,BSky,25,7,17.0,None
Bowling Green2012,2012,Bowling Green,MAC,16,16,17.0,None
Penn St.2012,2012,Penn St.,B10,12,20,17.0,None
Maryland2012,2012,Maryland,ACC,17,15,17.0,None
East Carolina2012,2012,East Carolina,CUSA,15,16,17.0,None
USC Upstate2012,2012,USC Upstate,ASun,21,13,17.0,None
Indiana St.2012,2012,Indiana St.,MVC,18,15,17.0,None
Valparaiso2012,2012,Valparaiso,Horz,22,12,17.0,None
Penn2012,2012,Penn,Ivy,20,13,17.0,None
Loyola Marymount2012,2012,Loyola Marymount,WCC,21,13,17.0,None
Drake2012,2012,Drake,MVC,18,16,17.0,None
Stony Brook2012,2012,Stony Brook,AE,22,10,17.0,None
UTEP2012,2012,UTEP,CUSA,15,17,17.0,None
Milwaukee2012,2012,Milwaukee,Horz,20,14,17.0,None
San Francisco2012,2012,San Francisco,WCC,20,14,17.0,None
East Tennessee St.2012,2012,East Tennessee St.,ASun,17,14,17.0,None
Auburn2012,2012,Auburn,SEC,15,16,17.0,None
Rice2012,2012,Rice,CUSA,19,16,17.0,None
Oakland2012,2012,Oakland,Sum,20,16,17.0,None
DePaul2012,2012,DePaul,BE,12,19,17.0,None
Charlotte2012,2012,Charlotte,A10,13,17,17.0,None
Nebraska2012,2012,Nebraska,B10,12,18,17.0,None
Quinnipiac2012,2012,Quinnipiac,NEC,18,14,17.0,None
Boise St.2012,2012,Boise St.,MWC,13,17,17.0,None
Stephen F. Austin2012,2012,Stephen F. Austin,Slnd,20,12,17.0,None
Idaho2012,2012,Idaho,WAC,19,14,17.0,None
St. John's2012,2012,St. John's,BE,13,19,17.0,None
Yale2012,2012,Yale,Ivy,19,10,17.0,None
Cal St. Fullerton2012,2012,Cal St. Fullerton,BW,21,10,17.0,None
College of Charleston2012,2012,College of Charleston,SC,19,12,17.0,None
TCU2012,2012,TCU,MWC,18,15,17.0,None
LIU Brooklyn2012,2012,LIU Brooklyn,NEC,25,9,16.0,R64
North Dakota St.2012,2012,North Dakota St.,Sum,17,14,17.0,None
South Carolina2012,2012,South Carolina,SEC,10,21,17.0,None
Youngstown St.2012,2012,Youngstown St.,Horz,16,15,17.0,None
Cal Poly2012,2012,Cal Poly,BW,18,15,17.0,None
North Texas2012,2012,North Texas,SB,18,14,17.0,None
Tennessee St.2012,2012,Tennessee St.,OVC,20,13,17.0,None
Delaware2012,2012,Delaware,CAA,18,14,17.0,None
Western Michigan2012,2012,Western Michigan,MAC,14,20,17.0,None
George Washington2012,2012,George Washington,A10,10,21,17.0,None
Charleston Southern2012,2012,Charleston Southern,BSth,19,12,17.0,None
UTSA2012,2012,UTSA,Slnd,18,14,17.0,None
Georgia Tech2012,2012,Georgia Tech,ACC,11,20,17.0,None
Green Bay2012,2012,Green Bay,Horz,15,15,17.0,None
Florida Gulf Coast2012,2012,Florida Gulf Coast,ASun,15,17,17.0,None
American2012,2012,American,Pat,20,12,17.0,None
Western Illinois2012,2012,Western Illinois,Sum,18,15,17.0,None
Fresno St.2012,2012,Fresno St.,WAC,13,20,17.0,None
Arkansas Little Rock2012,2012,Arkansas Little Rock,SB,15,16,17.0,None
Boston University2012,2012,Boston University,AE,16,16,17.0,None
Savannah St.2012,2012,Savannah St.,MEAC,21,12,17.0,None
Norfolk St.2012,2012,Norfolk St.,MEAC,26,10,15.0,R32
Columbia2012,2012,Columbia,Ivy,15,15,17.0,None
Coastal Carolina2012,2012,Coastal Carolina,BSth,19,12,17.0,None
North Florida2012,2012,North Florida,ASun,16,16,17.0,None
Tennessee Tech2012,2012,Tennessee Tech,OVC,19,14,17.0,None
Air Force2012,2012,Air Force,MWC,13,16,17.0,None
Northeastern2012,2012,Northeastern,CAA,14,17,17.0,None
Houston2012,2012,Houston,CUSA,15,15,17.0,None
Miami OH2012,2012,Miami OH,MAC,9,21,17.0,None
Louisiana Tech2012,2012,Louisiana Tech,WAC,18,16,17.0,None
Western Kentucky2012,2012,Western Kentucky,SB,16,19,16.0,R64
Arkansas St.2012,2012,Arkansas St.,SB,14,20,17.0,None
Ball St.2012,2012,Ball St.,MAC,15,15,17.0,None
Tulane2012,2012,Tulane,CUSA,15,16,17.0,None
Wofford2012,2012,Wofford,SC,19,14,17.0,None
Morehead St.2012,2012,Morehead St.,OVC,18,15,17.0,None
Albany2012,2012,Albany,AE,19,15,17.0,None
SMU2012,2012,SMU,CUSA,13,19,17.0,None
Florida Atlantic2012,2012,Florida Atlantic,SB,11,19,17.0,None
IUPUI2012,2012,IUPUI,Sum,14,18,17.0,None
Jacksonville St.2012,2012,Jacksonville St.,OVC,15,18,17.0,None
Louisiana Lafayette2012,2012,Louisiana Lafayette,SB,16,16,17.0,None
Portland St.2012,2012,Portland St.,BSky,17,15,17.0,None
Toledo2012,2012,Toledo,MAC,19,17,17.0,None
Cornell2012,2012,Cornell,Ivy,12,16,17.0,None
Eastern Washington2012,2012,Eastern Washington,BSky,15,17,17.0,None
Austin Peay2012,2012,Austin Peay,OVC,12,20,17.0,None
South Alabama2012,2012,South Alabama,SB,17,12,17.0,None
Wake Forest2012,2012,Wake Forest,ACC,13,18,17.0,None
